,0
"Belonging to the citizenry of a country (e.g. Roman). There may be parallel ethnicity attributes (Roman being the primary example) which are not easily distinguished. In the case of Roman, while all ethnic Romans (in the general sense, though not necessarily legal sense [e.g. slaves]) are Roman citizens, there are other Roman citizens (e.g. Paul) who have different ethnicity. ",301
Benjamin,302
Beor,303
Berea,304
Bernice,305
Bethany,306
Bethany beyond the Jordan,307
Bethesda,308
Bethlehem,309
Bethphage,310
Bethsaida,311
"Bethsaide is assumed as his place of residence because his sons were from there. He was probably a fisherman, though nothing else is said of him in the New Testament.",312
"Birthplace, or place in which a person grows up. Unlike residentOf, only one possible value. residentPlace is to be preferred unless the birthplace relationship is clearly identified.",313
Bithynia,314
Blastus,315
Boanerges,316
Boaz,317
Both Human and God,318
"Brother of Laban, who is not named in the New Testament. ",319
Caesar,320
Caesar is used as a name for several different individuals in the New Testament,321
Caesar is used as a name for several different individuals in the New Testament. This is the Caesar referred to by Jesus. ,322
Caesarea,323
Caesarea Philippi,324
Caiaphas,325
Cain,326
Cainan,327
Caiphas,328
Cana,329
Canaan,330
Canaanite,331
Cananaean,332
Candace,333
"Candace is actually a title like ""Pharaoh"" rather than a personal name, hence her occupation as queen.",334
Capernaum,335
Cappadocia,336
Carpus,337
Cauda,338
Cenchreae,339
Chaldeans,340
Character,341
Chios,342
Chloe,343
Chorazin,344
Christian,345
Christianity,346
Christians,347
Chuza,348
Cilicia,349
Citizenship attribute,350
City,351
"City southeast of the Sea of Galilee. Not mentioned in Scripture as such, but ""the country of the Gadarenes"" (Matt 8.28) takes its name from this city. ",352
"Class of malevolent supernatural beings, whose instances include Satan and demons. ",353
Claudia,354
Claudius,355
Claudius Lysias,356
Clement,357
Cleopas,358
Cnidus,359
Cognitive Agent,360
Colossae,361
Content Bearing Object,362
Corinth,363
Corinthians,364
Cornelius,365
Cos,366
Cosam,367
Crescens,368
Crescens may have been from Rome originally,369
Cretans,370
Crete,371
Crispus,372
Cyprus,373
Cyrene,374
Cyrenians,375
Dalmanutha,376
Dalmatia,377
Damaris,378
Damaris was converted through Paul's preaching in Athens.,379
Damascus,380
Daniel,381
"Daughter of Laban and sister of Leah, who are not named in the New Testament. ",382
David,383
Deaconess of the Church of Cenchreae,384
Decapolis,385
Demas,386
Demetrius,387
"Demetrius was a common name, so it's unlikely this man is the same as the disciple mentioned in 3John.1.12.",388
Derbe,389
"Described to Timothy by Paul as having ""rejected conscience""",390
Different from the eldest son of Cain (Gen.4:17),391
Dionysius,392
Diotrephes,393
"Distinguished from Jews not by different beliefs, but by special roles related to observation of temple worship.",394
"Distinguished from the Bethany near Jerusalem: since the time of Origen, the location has been unknown.",395
Dorcas,396
Drusilla,397
"Drusilla's locations are inferred from those of her husband. According to Josephus, she was the daughter of Herod Agrippa I. ",398
Eber,399
Egypt,400
Egyptian,401
Egyptians,402
Elamites,403
Eleazar,404
Eliakim,405
Eliezer,406
Elijah,407
Elisha,408
Eliud,409
Elizabeth,410
"Elizabeth was a kinswoman to Mary the mother of Jesus. Luke's gospel records that Mary visited her in a town in Judah, and that she was ""of the daughters of Aaron"".",411
Elmadam,412
Elymas is a transliteration of an Aramaic or Arabic word equivalent to 'magician'.,413
Emmaus,414
"Emmaus is a village about seven miles from Jerusalem. Jesus joined two disciples who were walking here, though they did not recognize Him until the end of the journey. ",415
Emperor of Rome at the time of Jesus' birth,416
English name,417
Enoch,418
Enos,419
Enosh in the NIV,420
Epaenetus,421
Epaphras,422
Epaphroditus,423
Ephesian,424
Ephesians,425
Ephesus,426
Ephraim,427
Epicurean,428
Er,429
Erastus,430
Erastus the city treasurer,431
Esau,432
Esli,433
"Essentially a ""non-ethnicity"" meaning not Jewish.",434
Ethiopian,435
Ethiopians,436
Ethnic Group,437
Ethnicity attribute,438
Eubulus,439
Eunice,440
"Eunice's residence in Lystra is implied by Acts.16.1, though Derbe is also possible. Her Christian faith is strongly implied by Paul's commendation of it in 2Tim.1.5. ",441
Euodia,442
Euphrates,443
Eutychus,444
Eve,445
Evil Supernatural Being,446
Fair Havens,447
"Father of Peter and Andrew, two of Jesus' 12 disciples",448
Felix,449
Festus,450
Fixed holiday,451
Fortunatus,452
Freedmen,453
Fresh Water Area,454
"From Magdala, a town in Galilee not mentioned in the New Testament",455
"From OT sources, Uriah was a Hittite and a soldier in David's army (therefore having both collaboratesWith and hasEnemy relationships with David). ",456
Gabbatha,457
Gabriel,458
Gad,459
Gadara,460
Gadarenes,461
Gaius,462
Galatia,463
Galatians,464
Galilean,465
Galileans,466
Galilee,467
Gallio,468
Gamaliel,469
Gaza,470
Gennesaret,471
Gentile,472
Gentiles,473
"Geodata assumes this is an earlier name for Jerusalem, though this is not certain. ",474
Geographic Area,475
Geographic Location,476
Geopolitical Area,477
Gethsemane,478
Gideon,479
"Given their joint mention by Paul, it seems likely that Junia was Andronicus' spouse, though this is not explicitly stated. Paul's description of Andronicus and Junia as ""my kinsmen"" is taken in the general sense (e.g. coming from the same region), rather than literally. ",480
God,481
Gog,482
Golgotha,483
Gomorrah,484
"Grandfather of Joseph, the husband of Mary, the mother of Jesus",485
Greece,486
Greek,487
Greek ethnicity is suggested by his surname. ,488
Greek name,489
Greeks,490
Group,491
Group has member Human. Inverse of memberOf. No provision for membership changes over time.,492
Group of People,493
Hades,494
Hagar,495
Hamor,496
Haran,497
Having a ReligiousBelief as an attribute,498
Having a ReligiousBelief of Pharisee implies the belief of Jew as well. ,499
He is not considered an antagonist of Paul because his only involvement was indifference. ,500
Hebrew,501
Hebrews,502
Heli,503
Hellenists,504
"Her Christian belief is implied by Paul's commendation of her faith. Her daughter Eunice lived in Lystra, but her residence is unknown. ",505
Hermas,506
Hermes,507
Hermogenes,508
Herod,509
Herod Agrippa I,510
Herod Agrippa II,511
"Herod the Great was Idumean, and Antipas' mother was Samaritan. According to extra-biblical history, he was educated in Rome. ",512
Herod the tetrarch,513
Herodians,514
Herodias,515
Herodias had John the Baptist put to death,516
Herodion,517
"Herodotus describes the Scythians as a savage race of nomads, living generally north of the Black and Caspain Seas. Paul's single use of the term seems largely synonymous with them as a type of barbarians. ",518
Hezekiah,519
Hezron,520
Hierapolis,521
High priest,522
High priest during the lifetime of King David,523
"His mother Zilpah, Leah's servant, is not named in the New Testament. ",524
"His occupation as King comes from Old Testament sources, 2Chron.26-27. ",525
His occupation as King comes from Old Testament sources. ,526
"His occupation as king comes from Old Testament sources, 2Chr.12-13.",527
"His occupation as king comes from the Old Testament, 1Kgs.12-14",528
His residence in Colossae is implied from his relationship to Archippus and Onesimus (Col.4.9; Col.4.17). He may have been been a native as well. ,529
"His residence in Corinth and visit to Ephesus follow from Paul's statement in 1Cor.16.17, and the assumption that Paul was in Ephesus when he wrote 1 Corinthians. ",530
His residence in Corinth follows from the inference that Paul resided there when he wrote the letter to the Roman church.  ,531
"His residence in Corinth follows from the inference that Paul resided there when he wrote the letter to the Roman church.  ""kinsman"" here probably means that that he is a Jew, rather than an actual relative, given the number of people so designated in Romans 16. ",532
His residence in Rome assumes ,533
Holding to a PoliticalBelief,534
Hosea,535
Household manager of Herod Antipas,536
Human,537
Human attribute,538
Human is a memberOf a Group. Inverse of member. There are subtleties about Collections in SUMO that i'm omiting here.,539
Hymenaeus,540
"ISBE describes him as a Sadducee, though it's not clear why.",541
Iconium,542
"Identified as a Jew because, though a foreigner, he was in Jerusalem at the time of Passover",543
Idumea,544
Illyricum,545
Immanuel,546
"In Joppa, Peter raised the woman Tabitha from the dead. Later, he had a vision while praying there that prepared him for the coming of the Holy Spirit to the first Gentiles.",547
"In his speech before the Council, Stephen refers to Haran as a place where Abraham lived. ",548
"In the Old Testament, a people living west of the Jordan river who were partially displaced by the Israelites. In New Testament times, Canaanites lived primarily in the area of Phoenicia. Cananean, in contrast, is almost certainly political, rather than ethnic. ",549
"In the time of Christ, Galilee was home to those of Jewish descent as well non-Jews. As used in the New Testament, the term is used primarily of Jews in distinction to Judean and Samaritan, the other major divisions of Jewish Palestine. It is therefore (in practice) a sub-ethnicity of Jewish.",550
Inverse of subregionOf,551
Isaac,552
Isaiah,553
Iscariot,554
Island,555
Israel,556
"Israel becomes a metonym describing the nation of descendants from Jacob, so it is used both for a individual, a nation, and the members of that nation. ",557
Israel's greatest king; author of many of the Old Testament Psalms,558
Israelites,559
Issachar,560
"It is uncertain whether this Erastus is the same as Paul's travelling companion and fellow minister, though possible. ",561
"It seems likely this Gaius was a Christian since he was Paul's ""companion in travel"", though this is not explicitly stated. ",562
Italian Cohort,563
Italy,564
Ituraea,565
Jacob,566
Jairus,567
Jambres,568
James,569
Jannai,570
Jannes,571
Jared,572
Jason,573
Jechoniah,574
Jehoshaphat,575
Jephthah,576
Jeremiah,577
Jericho,578
Jerusalem,579
Jesse,580
Jesus,581
"Jesus Christ, the Messiah and Son of God",582
Jesus recounts the story of Elijah being sent to a widow of Zarephath as an example of God blessing those outside the nation of Israel.,583
Jesus retreated to this town with his disciples when the Jews plotted to kill him after Lazarus was raised from the dead.,584
Jesus spoke here with a Samaritan woman about living water,585
"Jesus' nickname for two of his disciples: James, the son of Zebedee, and John, his brother.",586
Jew,587
Jewish,588
Jewish High Priest during the time of the Apostle Paul ,589
Jewish high priest during Jesus' ministry,590
Jewish high-priest (prior to Jesus' ministry),591
Jews,592
Jezebel,593
Joanan,594
Joanna,595
Job,596
Joda,597
Joel,598
John,599
John Mark,600
"John certainly understood Jesus to be the Messiah and was a person of faith, but he cannot be accounted a Christian since Jesus' ministry was not yet accomplished when he was beheaded. ",601
John the Baptist,602
"John the Baptist represented Elijah returned to his contemporaries, and the name is sometimes therefore used to refer to John (e.g. Matt.17.12).",603
Jonah,604
Jonam,605
Joppa,606
Joram,607
Jordan,608
Jorim,609
Josech,610
Joseph,611
Joseph Barsabbas,612
Joseph of Arimathea,613
"Joseph was Jesus' parent in the normal sense, even though not his biological father.",614
"Joseph was a member of the Jewish ruling council, and a follower of Jesus. He put Jesus' body in his own tomb after the crucifixion. {en}",615
Joses,616
"Joses, and therefore sister of Mary the mother of Jesus.",617
Joshua,618
Josiah,619
Jotham,620
Judah,621
Judaism,622
Judas,623
Jude,624
Judea,625
Judean,626
Julia,627
"Julia may be the spouse or sister of Philologus, given their mention together in Rom.16.15",628
Julius,629
Junia,630
Kenan in the NIV,631
Kidron,632
King of Chalcis from AD 50-92: the last member of the Herodian dynasty,633
King of Israel,634
King of Israel renowned for his wisdom,635
King of Judah during the time of Isaiah,636
King of Judea at the time of Jesus' birth,637
King of the land east of the Jordan,638
Kish,639
Korah,640
Lamech,641
Land Area,642
Laodicea,643
Laodiceans,644
Lasea,645
Latin,646
Lazarus,647
Levi,648
Levite,649
Levites,650
Libya,651
"Likely a variant form of Ram, as Hezron's son is called in Matthew's genealogy. ",652
"Likely synonymous with Canaanite, and referring to those from the region of Syria and Phoenicia, and therefore a subgroup of Greek Gentiles.",653
Linus,654
Lois,655
Lot,656
Louw-Nida identifier,657
"Louw-Nida identifier, keying specific Greek terms (and their English translations) to their taxonomy of semantic domains. A string like ""33.X'.439"" identifies the term sumballo, which can be translated as ""to express differences of opinion in a forceful way"". In their scheme, this has domain index 33 (Communication), with sub-domain index X' (Dispute, Debate). The final integer index uniquely defines this term (but the same term may have multiple senses). The sub-domain index can be determined from the term index, but it seems helpful to include both. Note the possible values of the sub-domain index are A-Z, then A'-Z', etc.",658
Lucius,659
Luke,660
"Luke describes him as ""Gaius of Derbe"": that could be either his place of birth, or place of residence. It's not clear whether he (and his other companions) accompanied Paul all the way to Jerusalem. Gaius being a common name, it seems plausible that the others of the same name are distinct individuals, though the closest possible identification is with GaiusOfMacedonia (see New Bible Dictionary for discussion).",661
"Luke describes him as ""of the Thessalonians"", which could mean either his residence or his origin. ",662
"Luke's genealogy has Sala, a minor variant, but the relationships make clear it is the same person.",663
Lycaonia,664
Lycaonian,665
Lycia,666
Lydda,667
Lydia,668
Lysanias,669
Lysias,670
Lystra,671
Maath,672
Macedonia,673
Macedonian,674
Macedonians,675
Magadan,676
Magog,677
Mahalaleel,678
Malchus,679
Malta,680
Man,681
Manaen,682
Manasseh,683
"Many believe Bartholemew is another name for Nathanael, though their identity is deduced rather than stated.",684
Martha,685
Mary,686
Mary Magdalene,687
Mattatha,688
Mattathias,689
Matthan,690
Matthat,691
Matthew and Mark's accounts of the crucifixion together identify Salome as the mother of the sons of Zebedee. ,692
Matthias,693
Medes,694
Melchi,695
Melchizedek,696
Melea,697
Menna,698
Mesopotamia,699
Methuselah,700
Michael,701
Midian,702
Miletus,703
Mitylene,704
Mnason,705
Moabite,706
Moloch,707
Moses,708
Moses' assistant during the Exodus,709
Mount of Olives,710
Mountain,711
Myra,712
Mysia,713
N008a3f850c2f479c859f7c4d8e6f5f9b,714
N027b8ef6040c4affa22dd279c0bdfc9d,715
N05bcd949ee65460798efdedd49465b52,716
N0863c4e175dd4d198b5b90cbc489e67e,717
N0bb9428e0b4942758d3ad5646d469ae6,718
N0e3b718c603147e4a96f14bb75faa5f0,719
N0e4999494fb84e92aca2055d5d6c18a6,720
N0ed8a2d86c1040dc9a4141cd7f378ee5,721
N0f4b49e2345844adb65334302377eb60,722
N165a49c96a104e0b9f31d682aaf006c3,723
N19b11e88f3524418a214247a31fb0ed9,724
N214433d56ead4364a3cad313f1eaf391,725
N274337d852ed4fccb9ae02eaa9d033d0,726
N2f2657264aa346e4a5853ecf6fe5acda,727
N331130930fba486fa763033d57a7e6cd,728
N34fba94fa9974914a21044660daf2c0c,729
N374e9380660a49d1ac3aa155aade79c0,730
N377c5c2282044036aadd86c3fc4b5d3c,731
N38d760ee80af4da7a91c42696a5e3340,732
N39f90a4ece514be6a2b4e9830cc2b958,733
N3c49d053824a465ea0a7be8d54a0f1d8,734
N441964aeb8aa4da1a16e1d754798d7b8,735
N44525eb6e4904aeba25feedfaef8e2aa,736
N45c234ad646348f5a372c00550abeee7,737
N46abab8cc70f4659b48281e881fc6155,738
N4d1dfe1d8b224053ae83bf419ad4fdcf,739
N4ec734b96cac4cf8b5feede26bd6ee76,740
N4f228afc99ef4f979010d555aae9b479,741
N4fde8001ef66475481fcad503a372c60,742
N55e8a59090124cd1915be4f556af16e0,743
N5b637634cec34c8c8601e44cb2ba24a1,744
N5c0fe69227c14cee899ce1e8fb697147,745
N5fab47ef552c4a3995bdf4f2f217f635,746
N6a912210578d408eace58dbc1f034ce2,747
N7553595b4c094d37a7aafcdc1acc5616,748
N761836c48e0342fd9487c375763cefcc,749
N775f9d75aba34c8498c9db47b1ef1a3a,750
N7a79822c089142879b7cfb7617667a97,751
N7dbf9fef92f94d32a7977c72bf3e45f5,752
N82af19ed8d1a40dd870b2275ea894629,753
N84233544baea40adb72c43fac4add054,754
N84f8a1950df84570bdbb71b8026c8e58,755
N86269c9a9f2b40dca2b0462f3ec03130,756
N8ccacc22a3a246b4bc949636751499f0,757
N8f068a9920b242048697859a750bc978,758
N908aa11fe9e54be2a929b4791a3aba87,759
N91e27195275f4be3abc52cd737e35641,760
N96404efa18af44399d28a18ef19febd4,761
N966ffba429c44974a23f612c2b3392e2,762
N99a34a54621840eebfae9448240cd80a,763
N9d14a54d9fee478297bb7624b9fca373,764
"NNE of Sea of Galilee, ""Bethsaida Julia"". ISBE has a thorough account",765
NTNames,766
NTNames#Aaron,767
NTNames#Abel,768
NTNames#Abiathar,769
NTNames#AbijahSonOfRehoboam,770
NTNames#AbijahthePriest,771
NTNames#Abilene,772
NTNames#Abiud,773
NTNames#Abraham,774
NTNames#Achaia,775
NTNames#Achaicus,776
NTNames#Achim,777
NTNames#Adam,778
NTNames#Addi,779
NTNames#Admin,780
NTNames#Adramyttium,781
NTNames#Adriatic,782
NTNames#Aeneas,783
NTNames#Aenon,784
NTNames#Agabus,785
NTNames#Agent,786
NTNames#Ahaz,787
NTNames#Akeldama,788
NTNames#Alexander,789
NTNames#AlexanderOfEphesus,790
NTNames#AlexanderOfTheSanhedrin,791
NTNames#AlexanderTheCoppersmith,792
NTNames#AlexanderTheHeretic,793
NTNames#Alexandria,794
NTNames#AlexandriaGeodata,795
NTNames#Alexandrians,796
NTNames#Almighty,797
NTNames#Alpha,798
NTNames#Alphaeus,799
NTNames#AlphaeusFatherOfLevi,800
NTNames#Amminadab,801
NTNames#Amos,802
NTNames#AmosSonOfNahum,803
NTNames#Amphipolis,804
NTNames#AmphipolisGeodata,805
NTNames#Ampliatus,806
NTNames#Ananias,807
NTNames#AnaniasOfDamascus,808
NTNames#AnaniasTheHighPriest,809
NTNames#Andrew,810
NTNames#Andronicus,811
NTNames#Angel,812
NTNames#Anna,813
NTNames#Annas,814
NTNames#Antioch,815
NTNames#AntiochGeodata,816
NTNames#AntiochInPisidia,817
NTNames#AntiochInPisidiaGeodata,818
NTNames#Antipas,819
NTNames#Antipatris,820
NTNames#AntipatrisGeodata,821
NTNames#Apelles,822
NTNames#Apollonia,823
NTNames#ApolloniaGeodata,824
NTNames#Apollos,825
NTNames#Apphia,826
NTNames#Appius,827
NTNames#Aquila,828
NTNames#Arabia,829
NTNames#Arabians,830
NTNames#Aramaic,831
NTNames#Archelaus,832
NTNames#Archippus,833
NTNames#Areopagite,834
NTNames#Areopagus,835
NTNames#Aretas,836
NTNames#Arimathea,837
NTNames#ArimatheaGeodata,838
NTNames#Aristarchus,839
NTNames#Aristobulus,840
NTNames#Armageddon,841
NTNames#Arni,842
NTNames#Arphaxad,843
NTNames#Artemas,844
NTNames#Artemis,845
NTNames#Asaph,846
NTNames#Asher,847
NTNames#Asia,848
NTNames#Asians,849
NTNames#Asiarchs,850
NTNames#Assassins,851
NTNames#Assos,852
NTNames#AssosGeodata,853
NTNames#Asyncritus,854
NTNames#Athenians,855
NTNames#Athens,856
NTNames#Attalia,857
NTNames#AttaliaGeodata,858
NTNames#AugustanCohort,859
NTNames#Augustus,860
NTNames#Azor,861
NTNames#Azotus,862
NTNames#Babylon,863
NTNames#BabylonGeodata,864
NTNames#Balaam,865
NTNames#Balak,866
NTNames#Bar-Jesus,867
NTNames#Barabbas,868
NTNames#Barachiah,869
NTNames#Barak,870
NTNames#Barnabas,871
NTNames#Bartholomew,872
NTNames#Bartimaeus,873
NTNames#Bathsheba,874
NTNames#BeliefGroup,875
NTNames#BeliefSystem,876
NTNames#Benjamin,877
NTNames#Beor,878
NTNames#Berea,879
NTNames#BereaGeodata,880
NTNames#Bernice,881
NTNames#Bethany,882
NTNames#BethanyBeyondtheJordan,883
NTNames#BethanyBeyondtheJordanGeodata,884
NTNames#Bethesda,885
NTNames#Bethlehem,886
NTNames#BethlehemGeodata,887
NTNames#Bethphage,888
NTNames#Bethsaida,889
NTNames#BethsaidaGeodata,890
NTNames#Bithynia,891
NTNames#Blastus,892
NTNames#Boanerges,893
NTNames#Boaz,894
NTNames#CaesarAugustus,895
NTNames#CaesarNero,896
NTNames#Caesarea,897
NTNames#CaesareaGeodata,898
NTNames#CaesareaPhilippi,899
NTNames#CaesareaPhilippiGeodata,900
NTNames#Caiaphas,901
NTNames#Cain,902
NTNames#CainanSonOfArphaxad,903
NTNames#CainanSonOfEnosh,904
NTNames#Caiphas,905
NTNames#Cana,906
NTNames#CanaGeodata,907
NTNames#Canaan,908
NTNames#Canaanite,909
NTNames#Cananaean,910
NTNames#Candace,911
NTNames#Capernaum,912
NTNames#CapernaumGeodata,913
NTNames#Cappadocia,914
NTNames#Carpus,915
NTNames#Cauda,916
NTNames#Cenchreae,917
NTNames#CenchreaeGeodata,918
NTNames#Chaldeans,919
NTNames#Character,920
NTNames#Chios,921
NTNames#Chloe,922
NTNames#Chorazin,923
NTNames#Christian,924
NTNames#Christianity,925
NTNames#Christians,926
NTNames#Chuza,927
NTNames#Cilicia,928
NTNames#CitizenshipAttribute,929
NTNames#City,930
NTNames#Claudia,931
NTNames#Claudius,932
NTNames#ClaudiusLysias,933
NTNames#Clement,934
NTNames#Cleopas,935
